id,name,role,image_url,small_image_url,link,average_rating,ratings_count,text_reviews_count,about
17350,Andrea Camilleri,,"
https://images.gr-assets.com/authors/1236953748p5/17350.jpg
","
https://images.gr-assets.com/authors/1236953748p2/17350.jpg
",https://www.goodreads.com/author/show/17350.Andrea_Camilleri,3.91,143262,11777,"Andrea Camilleri (born september 6, 1925 in Porto Empedocle) was an Italian writer. He is considered one of the greatest Italian writers of both 20th and 21st centuries.<br /><br />Originally from Porto Empedocle, Sicily, Camilleri began studies at the Faculty of Literature in 1944, without concluding them, meanwhile publishing poems and short stories. Around this time he joined the Italian Communist Party.<br /><br />From 1948 to 1950 Camilleri studied stage and film direction at the Silvio ..."
6560140,Teresa Clavel Lledó,Translator,"
https://s.gr-assets.com/assets/nophoto/user/f_200x266-3061b784cc8e7f021c6430c9aba94587.png
","
https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png
",https://www.goodreads.com/author/show/6560140.Teresa_Clavel_Lled_,3.63,680,102,
6473923,Kendall Ryan,,"
https://images.gr-assets.com/authors/1443114349p5/6473923.jpg
","
https://images.gr-assets.com/authors/1443114349p2/6473923.jpg
",https://www.goodreads.com/author/show/6473923.Kendall_Ryan,3.88,396168,35211,"A <i>New York Times</i>, <i>Wall Street Journal</i>, and <i>USA Today</i> bestselling author of more than two dozen titles, Kendall Ryan has sold over 3 million books and her books have been translated into several languages in countries around the world. Her books have also appeared on the New York Times and USA Today bestseller lists more than three dozen times. Ryan has been featured in such publications as USA Today, Newsweek, and InTouch Magazine. She lives in Texas with her husband and ..."
1190097,Charles Press,,"
https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png
","
https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png
",https://www.goodreads.com/author/show/1190097.Charles_Press,4.44,18,3,
947,William Shakespeare,,"
https://images.gr-assets.com/authors/1586700347p5/947.jpg
","
https://images.gr-assets.com/authors/1586700347p2/947.jpg
",https://www.goodreads.com/author/show/947.William_Shakespeare,3.87,6349514,118980,"William Shakespeare (baptised 26 April 1564) was an English poet and playwright, widely regarded as the greatest writer in the English language and the world's pre-eminent dramatist. He is often called England's national poet and the ""Bard of Avon"" (or simply ""The Bard""). His surviving works consist of 38 plays, 154 sonnets, two long narrative poems, and several other poems. His plays have been translated into every major living language, and are performed more often than those of any other p..."
77295,Martin McDonagh,,"
https://images.gr-assets.com/authors/1521910663p5/77295.jpg
","
https://images.gr-assets.com/authors/1521910663p2/77295.jpg
",https://www.goodreads.com/author/show/77295.Martin_McDonagh,4.20,27154,1725,"While still in his twenties, the Anglo-Irish playwright Martin McDonagh filled houses in New York and London, was showered with the theatre world's most prestigious accolades, and electrified audiences with his cunningly crafted and outrageous tragicomedies."
8156982,زهرا جواهری,Translator,"
https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png
","
https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png
",https://www.goodreads.com/author/show/8156982._,4.26,374,76,
5223,Franz Kafka,,"
https://images.gr-assets.com/authors/1569196898p5/5223.jpg
","
https://images.gr-assets.com/authors/1569196898p2/5223.jpg
",https://www.goodreads.com/author/show/5223.Franz_Kafka,3.89,1201109,41169,"<b>Franz Kafka</b> was one of the major fiction writers of the 20th century. He was born to a middle-class German-speaking Jewish family in Prague, Bohemia (presently the Czech Republic), Austria–Hungary. His unique body of writing—much of which is incomplete and which was mainly published posthumously—is considered to be among the most influential in Western literature.<br /><br />His stories include ""The Metamorphosis"" (1912) and ""In the Penal Colony"" (1914), while his novels are <i>The Tri..."
3313685,Paloma Sánchez-Garnica,,"
https://images.gr-assets.com/authors/1410866756p5/3313685.jpg
","
https://images.gr-assets.com/authors/1410866756p2/3313685.jpg
",https://www.goodreads.com/author/show/3313685.Paloma_S_nchez_Garnica,4.20,4328,617,"Paloma Sánchez-Garnica (Madrid, 1962), es licenciada en Derecho e Historia."
970747,Byung-Chul Han,,"
https://images.gr-assets.com/authors/1438556672p5/970747.jpg
","
https://images.gr-assets.com/authors/1438556672p2/970747.jpg
",https://www.goodreads.com/author/show/970747.Byung_Chul_Han,3.97,13759,1491,"Byung-Chul Han, also spelled Pyŏng-ch'ŏl Han (born 1959 in Seoul), is a German author, cultural theorist, and Professor at the Universität der Künste Berlin (UdK) in Berlin, Germany.<br /><br />Byung-Chul Han studied metallurgy in Korea before he moved to Germany in the 1980s to study Philosophy, German Literature and Catholic theology in Freiburg im Breisgau and Munich. He received his doctoral degree at Freiburg with a dissertation on Martin Heidegger in 1994.<br /><br />In 2000, he joined ..."
