id,name,role,image_url,small_image_url,link,average_rating,ratings_count,text_reviews_count,about
6584435,Abolqasem Ferdowsi,,"
https://images.gr-assets.com/authors/1390324430p5/6584435.jpg
","
https://images.gr-assets.com/authors/1390324430p2/6584435.jpg
",https://www.goodreads.com/author/show/6584435.Abolqasem_Ferdowsi,4.48,5966,471,"Abolqasem Ferdowsi (Persian: ابوالقاسم فردوسی), the son of a wealthy land owner, was born in 935 in a small village named Paj near Tus in Khorasan which is situated in today's Razavi Khorasan province in Iran.<br />He devoted more than 35 years to his great epic, the Shāhnāmeh. It was originally composed for presentation to the Samanid princes of Khorasan, who were the chief instigators of the revival of Iranian cultural traditions after the Arab conquest of the seventh century. Ferdowsi star..."
1048059,میرجلال‌الدین کزازی,Editor,"
https://images.gr-assets.com/authors/1297092508p5/1048059.jpg
","
https://images.gr-assets.com/authors/1297092508p2/1048059.jpg
",https://www.goodreads.com/author/show/1048059._,4.09,517,59,میر جلال الدین کزازی در ۲۸ دی ۱۳۲۷ در کرمانشاه در خانواده‌ای فرهنگی چشم به جهان گشود. از همان دوران کودکی به فرهنگ و ادبیات ایران علاقه وافری نشان می‌داد. دوره دبستان را در مدرسه آلیانس کرمانشاه گذرانید و از سالیان دانش آموزی با زبان و ادب فرانسوی آشنایی گرفت. سپس دوره دبیرستان را در مدرسه رازی به فرجام آورد و آنگاه برای ادامه تحصیل در رشته زبان و ادب پارسی به تهران رفت و در دانشکده ادبیات فارسی و علوم انسانی دانشگاه تهران دوره‌های گوناگون آموزشی را سپری کرد و به سال ۱۳۷۰ به اخذ درجه دکتری در...
20273,Jodi Thomas,,"
https://images.gr-assets.com/authors/1442449929p5/20273.jpg
","
https://images.gr-assets.com/authors/1442449929p2/20273.jpg
",https://www.goodreads.com/author/show/20273.Jodi_Thomas,4.09,60295,5674,"I'm a New York Times and USA Today Best Selling author, wife, mother, in-law, grandmother, sister, friend, and owner of one fat cat.<br />"
1069006,C.S. Lewis,,"
https://images.gr-assets.com/authors/1564671804p5/1069006.jpg
","
https://images.gr-assets.com/authors/1564671804p2/1069006.jpg
",https://www.goodreads.com/author/show/1069006.C_S_Lewis,4.15,6006381,140068,"<i>Librarian Note: There is more than one author in the Goodreads database with this name.</i><br /><br /><br />Clive Staples Lewis was one of the intellectual giants of the twentieth century and arguably one of the most influential writers of his day. He was a Fellow and Tutor in English Literature at Oxford University until 1954. He was unanimously elected to the Chair of Medieval and Renaissance Literature at Cambridge University, a position he held until his retirement. He wrote more than..."
205248,Gemma Gallart,Translator,"
https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png
","
https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png
",https://www.goodreads.com/author/show/205248.Gemma_Gallart,3.96,57811,6493,
25523,Pauline Baynes,Illustrator,"
https://images.gr-assets.com/authors/1339339682p5/25523.jpg
","
https://images.gr-assets.com/authors/1339339682p2/25523.jpg
",https://www.goodreads.com/author/show/25523.Pauline_Baynes,4.12,1279030,31560,"Pauline Diana Baynes was an English book illustrator, whose work encompassed more than 100 books, notably those by C.S. Lewis and J.R.R. Tolkien. Pauline is probably best known for her illustrations in <i>The Chronicles of Narnia</i> by C.S. Lewis. She was also J.R.R. Tolkien's chosen illustrator: her drawings appear in <i>Farmer Giles of Ham</i>, <i>The Adventures of Tom Bombadil</i>, <i>Smith of Wootton Major</i>, <i>Tree and Leaf</i>, and after Tolkien's death the poem <i>Bilbo's Last Song..."
749214,زینت دریایی,,"
https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png
","
https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png
",https://www.goodreads.com/author/show/749214._,4.15,53,7,
18559676,ابراهیم مختاری,,"
https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png
","
https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png
",https://www.goodreads.com/author/show/18559676._,4.20,50,8,
971914,Albert Sánchez Piñol,,"
https://images.gr-assets.com/authors/1435647748p5/971914.jpg
","
https://images.gr-assets.com/authors/1435647748p2/971914.jpg
",https://www.goodreads.com/author/show/971914.Albert_S_nchez_Pi_ol,3.76,9378,949,"Albert Sánchez Piñol was born in Barcelona in 1965 and is an anthropologist and writer. His writing has appeared in several journals, and Cold Skin is his first novel. Already translated into fifteen languages, it won the Ojo Critico Narrativa prize on its original publication in Catalan in 2003."
3198634,Cheryl Leah Morgan,Translator,"
https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png
","
https://s.gr-assets.com/assets/nophoto/user/u_50x66-632230dc9882b4352d753eedf9396530.png
",https://www.goodreads.com/author/show/3198634.Cheryl_Leah_Morgan,3.70,1938,195,
38706,Italo Svevo,,"
https://images.gr-assets.com/authors/1588858610p5/38706.jpg
","
https://images.gr-assets.com/authors/1588858610p2/38706.jpg
",https://www.goodreads.com/author/show/38706.Italo_Svevo,3.75,21839,1145,"Aron Hector Schmitz, better known by the pseudonym Italo Svevo was an Italian writer, businessman, novelist, playwright, and short story writer.<br /><br />A close friend of Irish novelist and poet James Joyce, Svevo was considered a pioneer of the psychological novel in Italy and is best known for his classic modernist novel La coscienza di Zeno (1923), a work that had a profound effect on the movement."
99685,Laurence Bergreen,,"
https://images.gr-assets.com/authors/1270952186p5/99685.jpg
","
https://images.gr-assets.com/authors/1270952186p2/99685.jpg
",https://www.goodreads.com/author/show/99685.Laurence_Bergreen,4.05,17819,1526,"Laurence Bergreen is an award-winning biographer, historian, and chronicler of exploration. His books have been translated into over 20 languages worldwide. In October 2007, Alfred A. Knopf published Marco Polo: From Venice to Xanadu, a groundbreaking biography of the iconic traveler. Warner Brothers is developing a feature film based on this book starring Matt Damon and written by William Monahan, who won an Oscar for “The Departed.” <br /><br />His previous work, Over the Edge of the World:..."
101782,Jack Black,,"
https://images.gr-assets.com/authors/1260675702p5/101782.jpg
","
https://images.gr-assets.com/authors/1260675702p2/101782.jpg
",https://www.goodreads.com/author/show/101782.Jack_Black,4.33,3535,400,"John Black was a late 19th century/early 20th century hobo and professional burglar, living out the dying age of the Wild West. He wrote You Can't Win (Macmillan, 1926) a memoir or sketched autobiography describing his days on the road and life as an outlaw. Black's book was written as an anti-crime book urging criminals to go straight but is also his statement of belief in the futility of prisons and the criminal justice system, hence the title of the book. Jack Black was writing from experi..."
4462369,William S. Burroughs,Introduction,"
https://images.gr-assets.com/authors/1459243207p5/4462369.jpg
","
https://images.gr-assets.com/authors/1459243207p2/4462369.jpg
",https://www.goodreads.com/author/show/4462369.William_S_Burroughs,3.67,227958,9842,"William Seward Burroughs II, (also known by his pen name William Lee; February 5, 1914 – August 2, 1997) was an American novelist, short story writer, essayist, painter, and spoken word performer. A primary figure of the Beat Generation and a major postmodernist author, he is considered to be ""one of the most politically trenchant, culturally influential, and innovative artists of the 20th century"". His influence is considered to have affected a range of popular culture as well as literature...."
11298,James Salter,,"
https://images.gr-assets.com/authors/1360177449p5/11298.jpg
","
https://images.gr-assets.com/authors/1360177449p2/11298.jpg
",https://www.goodreads.com/author/show/11298.James_Salter,3.78,32743,4293,"James Salter (1925 - 2015) was a novelist, short story writer, and screenwriter. Salter grew up in New York City and was a career officer and Air Force pilot until his mid-thirties, when the success of his first novel (The Hunters, 1957) led to a fulltime writing career. Salter’s potent, lyrical prose earned him acclaim from critics, readers, and fellow novelists. His novel A Sport and a Pastime (1967) was hailed by the New York Times as “nearly perfect as any American fiction.” "
53,Heidi Murkoff,,"
https://images.gr-assets.com/authors/1222977344p5/53.jpg
","
https://images.gr-assets.com/authors/1222977344p2/53.jpg
",https://www.goodreads.com/author/show/53.Heidi_Murkoff,3.79,71499,4366,"Heidi Murkoff is the author of the What to Expect® series and author of Eating Well When You're Expecting, The What to Expect Pregnancy Journal &amp; Organizer, What to Expect the First Year, The What to Expect Baby-Sitter's Handbook, and the What to Expect Kids series from HarperCollins. Her interactive website is <a target=""_blank"" rel=""noopener nofollow"" href=""http://www.whattoexpect.com"">www.whattoexpect.com</a>, and she lives with her family in Los Angeles, California."
4673,Arlene Eisenberg,,"
https://s.gr-assets.com/assets/nophoto/user/f_200x266-3061b784cc8e7f021c6430c9aba94587.png
","
https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png
",https://www.goodreads.com/author/show/4673.Arlene_Eisenberg,3.78,56419,3263,
11850,Sandee Hathaway,,"
https://s.gr-assets.com/assets/nophoto/user/f_200x266-3061b784cc8e7f021c6430c9aba94587.png
","
https://s.gr-assets.com/assets/nophoto/user/f_50x66-6a03a5c12233c941481992b82eea8d23.png
",https://www.goodreads.com/author/show/11850.Sandee_Hathaway,3.78,55807,3182,"Sandee Hathaway holds a Bachelor of Science in Nursing degree from Boston University. An experienced RN with a specialty in obstetrics and neonatal care, Sandee lives in Waban, Massachussets, with her husband and three children."
16184,Will Durant,,"
https://images.gr-assets.com/authors/1247961372p5/16184.jpg
","
https://images.gr-assets.com/authors/1247961372p2/16184.jpg
",https://www.goodreads.com/author/show/16184.Will_Durant,4.15,47746,4564,"William James Durant was a prolific American writer, historian, and philosopher. He is best known for the 11-volume The Story of Civilization, written in collaboration with his wife Ariel and published between 1935 and 1975. He was earlier noted for his book, The Story of Philosophy, written in 1926, which was considered ""a groundbreaking work that helped to popularize philosophy.""<br /><br />They were awarded the Pulitzer Prize for literature in 1967 and the Presidential Medal of Freedom in ..."
44335,Ariel Durant,,"
https://images.gr-assets.com/authors/1396193522p5/44335.jpg
","
https://images.gr-assets.com/authors/1396193522p2/44335.jpg
",https://www.goodreads.com/author/show/44335.Ariel_Durant,4.18,19080,1999,"Ariel Durant was a Russian-born American researcher and writer, the co-author of <i>The Story of Civilization</i> with her husband Will Durant.<br /> <br />Ariel Durant was born in Proskurov, Russian Empire (now Khmelnytskyi, Ukraine) as Chaya Kaufman to Jewish parents Ethel Appel Kaufman and Joseph Kaufman. The family emigrated to the United States in 1901. She met her future husband while a student at Ferrer Modern School in New York City. Will was then a teacher at the school, but resigned..."
