id,title,isbn,isbn13,asin,kindle_asin,country_code,image_url,small_image_url,large_image_url,publication_year,publication_month,publication_day,publisher,language_code,is_ebook,description,average_rating,num_pages,format,edition_information,text_reviews_count,url,link
61550,The Logic of Scientific Discovery,0415278449,9780415278447, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405192590l/61550.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405192590l/61550._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405192590l/61550.jpg,2002,3,31,Routledge,eng,false,"When first published in 1959, this book revolutionized contemporary thinking about science and knowledge. It remains the one of the most widely read books about science to come out of the twentieth century.<br /><br /><i>(Note: the book was first published in 1934, in German, with the title <b>Logik der Forschung</b>. It was ""reformulated"" into English in 1959. See <a href=""http://en.wikipedia.org/wiki/The_Logic_of_Scientific_Discovery"" rel=""nofollow noopener"">Wikipedia</a> for details.)</i>",4.03,480,Paperback, ,106,https://www.goodreads.com/book/show/61550.The_Logic_of_Scientific_Discovery,https://www.goodreads.com/book/show/61550.The_Logic_of_Scientific_Discovery
61551,The Open Society and Its Enemies - Volume Two: Hegel and Marx,0415278422,9780415278423, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356441761l/61551._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356441761l/61551._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356441761l/61551.jpg,2003,7,11,Routledge,eng,false,"Written in political exile in New Zealand during the World War II and first published in two volumes in 1945, Karl Poppers The Open Society and its Enemies was hailed by Bertrand Russell as a vigorous and profound defence of democracy. Its now legendary attack on the philosophies of Plato, Hegel and Marx prophesied the collapse of communism in Eastern Europe and exposed the fatal flaws of socially engineered political systems.",4.03,470,Paperback, ,54,https://www.goodreads.com/book/show/61551.The_Open_Society_and_Its_Enemies_Volume_Two,https://www.goodreads.com/book/show/61551.The_Open_Society_and_Its_Enemies_Volume_Two
61553,The Poverty of Historicism,0415278465,9780415278461, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385234589l/61553._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385234589l/61553._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385234589l/61553.jpg,2002,2,21,Routledge,eng,false,"On its publication in 1957, <em>The Poverty of Historicism</em> was hailed by Arthur Koestler as 'probably the only book published this year which will outlive the century.'<br />A devastating criticism of fixed and predictable laws in history, Popper dedicated the book to all those 'who fell victim to the fascist and communist belief in Inexorable Laws of Historical Destiny.' Short and beautifully written, it has inspired generations of readers, intellectuals and policy makers. One of the most important books on the social sciences since the Second World War, it is a searing insight into the ideas of this great thinker.",3.87,176,Paperback, ,42,https://www.goodreads.com/book/show/61553.The_Poverty_of_Historicism,https://www.goodreads.com/book/show/61553.The_Poverty_of_Historicism
61554,Conjectures and Refutations: The Growth of Scientific Knowledge,0415285941,9780415285940, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405295927l/61554._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405295927l/61554._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405295927l/61554.jpg,2002,5,2,Routledge,,false,"<em>Conjectures and Refutations</em> is one of Karl Popper's most wide-ranging and popular works, notable not only for its acute insight into the way scientific knowledge grows, but also for applying those insights to politics and to history. It provides one of the clearest and most accessible statements of the fundamental idea that guided his work: not only our knowledge, but our aims and our standards, grow through an unending process of trial and error.",4.16,582,Paperback, ,53,https://www.goodreads.com/book/show/61554.Conjectures_and_Refutations,https://www.goodreads.com/book/show/61554.Conjectures_and_Refutations
61570,Don Alvaro O La Fuerza Del Sino,9684323786,9789684323780, , ,ID,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,,,,false,This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.,3.47, , , ,0,https://www.goodreads.com/book/show/61570.Don_Alvaro_O_La_Fuerza_Del_Sino,https://www.goodreads.com/book/show/61570.Don_Alvaro_O_La_Fuerza_Del_Sino
61582,"What Remains: A Memoir of Fate, Friendship, and Love",1416531262,9781416531265, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924926l/61582._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924926l/61582._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924926l/61582.jpg,2006,8,1,Pocket Star,eng,false,"<i>What Remains</i> is a vivid and haunting memoir about a girl from a working-class town who becomes an award-winning television producer and marries a prince, Anthony Radziwill, one of a long line of Polish royals and nephew of President John F. Kennedy. Carole Radziwill's story is part fairy tale, part tragedy. She tells both with great candor and wit. <p> Carole grew up in a small suburb with a large, eccentric cast of characters. She spent her childhood summers with her grandparents and an odd assortment of aunts and uncles in their poorly plumbed A-frame on the banks of a muddy creek in upstate New York. </p><p> At the age of nineteen, Carole struck out for New York City to find a different life. Her career at ABC News led her to the refugee camps of Cambodia, to a bunker in Tel Aviv, to the scene of the Menendez murders. Her marriage led her into the old world of European nobility and the newer world of American aristocracy. </p><p> <i>What Remains</i> begins with loss and returns to loss. A small plane plunges into the ocean, carrying John Kennedy, Anthony's cousin, and Carolyn Bessette Kennedy, Carole's closest friend. Three weeks later Anthony dies of cancer. The summer of the plane crash, the four friends were meant to be cherishing Anthony's last days. Instead, Carole and Anthony mourned John and Carolyn, even as Carole planned her husband's memorial. </p><p> Carole Radziwill has an anthropologist's sensibility and a journalist's eye. She writes about families--their customs, their secrets, and their tangled intimacies-- with remarkable acuity and humanity. She explores the complexities of marriage, the importance of friendship, and the challenges of self-invention with unflinching honesty. This is a compelling story of love, loss, and, ultimately, resilience.</p>",4.18,404,Paperback, ,21,https://www.goodreads.com/book/show/61582.What_Remains,https://www.goodreads.com/book/show/61582.What_Remains
61589,Edipo Rey/Antigona,9872160333,9789872160333, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528064125l/61589._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528064125l/61589._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528064125l/61589.jpg,2004,12,28,Santiago Rueda,spa,false,"‘Sophocles, in a play that won only second prize, created a masterpiece that in the eyes of posterity has overshadowed every other achievement in the field of ancient drama. In it he played on certain latent terrors that are part of man’s nature in all kinds of societies and at all epochs; terrors whose influence may pervade our lives in ways we scarcely guess …’ These words come from the Introduction to Dr Dawe’s edition of Oedipus Rex. In an attempt to analyse why this play ‘Has exercised such a powerful and long-lasting fascination on the human mind’ Dr Dawe devotes his Introduction to an examination of the content of the story and to the technique displayed by Sophocles in the unfolding of the plot. The commentary deals authoritatively with problems of language and expression. This is an edition for classical scholars, undergraduates, and students in the upper forms of schools. The Introduction requires no knowledge of Greek and may be read by anyone interested in Greek literature and drama.",3.80,0,Paperback, ,2,https://www.goodreads.com/book/show/61589.Edipo_Rey_Antigona,https://www.goodreads.com/book/show/61589.Edipo_Rey_Antigona
61600,La Guerra de La Independencia,8484324753,9788484324751, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170591993l/61600._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170591993l/61600._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170591993l/61600._SY475_.jpg,2004,7,28,Critica,spa,false,,5.00,0,Hardcover, ,0,https://www.goodreads.com/book/show/61600.La_Guerra_de_La_Independencia,https://www.goodreads.com/book/show/61600.La_Guerra_de_La_Independencia
61626,Private Lessons John Lyons Answers Your Questions About Care & Training,1879620634,9781879620636, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347381024l/61626._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347381024l/61626._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347381024l/61626.jpg,2000,1,1,Belvoir Publications,,false,"The Book of Encouragement. In this book, you will find a collection of John's best editorials, as well as answers to your ground handling and riding questions.",4.11,208,Hardcover, ,0,https://www.goodreads.com/book/show/61626.Private_Lessons_John_Lyons_Answers_Your_Questions_About_Care_Training,https://www.goodreads.com/book/show/61626.Private_Lessons_John_Lyons_Answers_Your_Questions_About_Care_Training
61635,Introduction to Theoretical Linguistics,0521095107,9780521095105, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185585l/61635._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185585l/61635._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185585l/61635.jpg,1968,6,1,Cambridge University Press,eng,false,"This is a comprehensive introduction to theoretical linguistics. It presupposes no previous knowledge and terms are defined as they are introduced; but it gives a rigorous and technical treatment of a wide range of topics, and brings the reader to an advanced level of understanding. Since its first publication in 1968 Introduction to Theoretical Linguistics has been one of the classic introductions to the discipline. In a field which is often seen as rapidly moving, it will continue to be used by students seeking an overview of the central areas of linguistics - phonetics and phonology, grammar and semantics - and to be of great value to anyone interested in the ways in which theory can help to explain the key problems of human language.",3.98,536,Paperback, ,5,https://www.goodreads.com/book/show/61635.Introduction_to_Theoretical_Linguistics,https://www.goodreads.com/book/show/61635.Introduction_to_Theoretical_Linguistics
61651,"Men at Arms (Discworld, #15; City Watch, #2)",0552153168,9780552153164, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386335729l/61651._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386335729l/61651._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386335729l/61651.jpg,2005,8,1,Corgi,eng,false,"<i>'What's so hard about pulling a sword out of a stone? The real work's already been done. You ought to make yourself useful and find the man who put the sword in the stone in the first place.'</i><br /><br />The City Watch needs MEN! But what it's got includes Corporal Carrot (technically a dwarf), Lance-constable Cuddy (really a dwarf), Lance-constable Detritus (a troll), Lance-constable Angua (a woman... most of the time) and Corporal Nobbs (disqualified from the human race for shoving).<br /><br />And they need all the help they can get, because someone in Ankh-Morpork has been getting dangerous ideas - about crowns and legendary swords, and destiny. And the problem with destiny is, of course, that she is not always careful where she points her finger. One minute you might be minding your own business on a normal if not spectacular career path, the next you might be in the frame for the big job, like saving the world...",4.36,432,Paperback, ,42,https://www.goodreads.com/book/show/61651.Men_at_Arms,https://www.goodreads.com/book/show/61651.Men_at_Arms
61660,Meditations on Middle-Earth,0312302908,9780312302900, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402796504l/61660._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402796504l/61660._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402796504l/61660.jpg,2002,10,11,St. Martin's Griffin,eng,false,"<div>NOMINATED FOR THE 2002 HUGO AND LOCUS AWARD<br /><br />When J.R.R. Tolkien created the extraordinary world of Middle-earth and populated it with fantastic, archetypal denizens, reinventing the heroic quest, the world hardly noticed. Sales of <i>The Lord of the Rings</i> languished for the better part of two decades, until the Ballantine editions were published here in America. By late 1950s, however, the books were selling well and beginning to change the face of fantasy. . . . forever.<br /><br />A generation of students and aspiring writers had their hearts and imaginations captured by the rich tapestry of the Middle-earth mythos, the larger-than-life heroic characters, the extraordinary and exquisite nature of Tolkien's prose, and the unending quest to balance evil with good. These young readers grew up to become the successful writers of modern fantasy. They created their own worlds and universes, in some cases their own languages, and their own epic heroic quests. And all of them owe a debt of gratitude to the works and the author who first set them on the path.<br /><br /><i>In Meditations on Middle-earth</i>, sixteen bestselling fantasy authors share details of their personal relationships with Tolkien's mythos, for it inspired them all. Had there been no <i>Lord of the Rings</i>, there would also have been no <i>Earthsea</i> books by Ursula K. Le Guin; no <i>Song of Ice and Fire</i> saga from George R. R. Martin; no <i>Tales of Discworld</i> from Terry Pratchett; no <i>Legends of Alvin Maker</i> from Orson Scott Card. Each of them was influenced by the master mythmaker, and now each reveals the nature of that influence and their personal relationships with the greatest fantasy novels ever written in the English language.<br /><br />If you've never read the Tolkien books, read these essays and discover the depthy and beauty of his work. If you are a fan of <i>The Lord of the Rings</i>, the candid comments of these modern mythmakers will give you new insight into the subtlety, power, and majesty of Tolkien's tales and how he told them.<br /></div>",3.83,256,Paperback, ,39,https://www.goodreads.com/book/show/61660.Meditations_on_Middle_Earth,https://www.goodreads.com/book/show/61660.Meditations_on_Middle_Earth
61663,Pale Blue Dot: A Vision of the Human Future in Space,0345376595,9780345376596, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500191671l/61663._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500191671l/61663._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500191671l/61663._SY475_.jpg,1997,9,8,Ballantine Books,eng,false,"Pulitzer Prize-winning author Carl Sagan traces our exploration of space and suggests that our very survival may depend on the wise use of other worlds. This stirring book reveals how scientific discovery has altered our perception of who we are and where we stand, and challenges us to weigh what we will do with that knowledge. Photos, many in color.",4.30,384,Paperback, ,842,https://www.goodreads.com/book/show/61663.Pale_Blue_Dot,https://www.goodreads.com/book/show/61663.Pale_Blue_Dot
61665,Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium,0345379187,9780345379184, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366573520l/61665._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366573520l/61665._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366573520l/61665.jpg,1998,5,12,Ballantine Books,,false,"In the final book of his astonishing career, Carl Sagan brilliantly examines the burning questions of our lives, our world, and the universe around us. These luminous, entertaining essays travel both the vastness of the cosmos and the intimacy of the human mind, posing such fascinating questions as how did the universe originate and how will it end, and how can we meld science and compassion to meet the challenges of the coming century? Here, too, is a rare, private glimpse of Sagan's thoughts about love, death, and God as he struggled with fatal disease. Ever forward-looking and vibrant with the sparkle of his unquenchable curiosity, <i>Billions &amp; Billions</i> is a testament to one of the great scientific minds of our day.",4.28,296,Paperback, ,423,https://www.goodreads.com/book/show/61665.Billions_Billions,https://www.goodreads.com/book/show/61665.Billions_Billions
61666,Contact,2266079999,9782266079990, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602082958l/61666._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602082958l/61666._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602082958l/61666._SY475_.jpg,1997,8,28,Pocket,fre,false,"Jeune astronome convaincue de l'existence d'une vie extraterrestre intelligente, Ellie Arroway doit faire face au scepticisme de la communauté scientifique à l'égard du projet ""Argus"", un programme d'écoute spatiale installé au Nouveau-Mexique qu'elle et son équipe tentent par tous les moyens de sauver. Jusqu'au jour où leurs ordinateurs captent un message rationnel émis non pas depuis la Terre, mais depuis Véga, une lointaine étoile. Ellie se lance alors à coeur perdu dans son déchiffrage, pour découvrir qu'il s'agit des plans d'un véhicule censé permettre à des humains de voyager dans l'espace afin de rencontrer ceux qui nous les ont adressés. Or ces êtres<br />semblent à présent impatients d'établir le contact : ils nous surveillent depuis longtemps, et le moment est peut-être venu pour eux de nous juger...",4.13,580,Mass Market Paperback, ,2320,https://www.goodreads.com/book/show/61666.Contact,https://www.goodreads.com/book/show/61666.Contact
61668,"Hogfather (Discworld, #20)",0061050466,9780061050466, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387747478l/61668._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387747478l/61668._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387747478l/61668.jpg,1998,10,7,Harper Voyager,en-US,false,"<em>Better watch out ...</em><br /><br />It's that time of year again. Hogswatchnight. ‘Tis the season to be jolly, to hang mistletoe and holly, and other stuff ending in olly.<br /><br />‘Tis the season when the Hogfather himself dons his red suit and climbs in his sleigh pulled by -- of course! -- eight hogs and brings gifts to all the boys and girls of Discworld.<br /><br />But this year, there's a problem. A stranger has taken the place of the Hogfather. Well, not exactly a stranger. He's actually pretty well known. He carries a scythe along with his bag of toys, and he's going to SLEIGH everyone he sees tonight.<br /><br />Ho ho ho.<br /><br />Even the laugh is wrong. The switch has been arranged by the Auditors, mysterious superbeings who want our universe to be a collection of rocks swinging in curves through space. Life is messy. Why not get rid of it? And who better than -- you know who?<br /><br />Somebody has to rescue the real Hogfather before this morbid impostor tracks soot on the world's carpets. It's up to Ankh-Morpork's intellectual elite, the assembled wizards of Unseen University -- with the help of a monster-bashing nanny, the world's worst inventor, plus a bona-fide, honest-to-god god (the oh god of hangovers, to be precise) -- to come up with a plan to save the universe.<br /><br />And they'd better hurry. The bogus Hogfather is asking the wrong questions. Like: <em>How come rich kids get all the nice toys? How come the poor kids are left with the cheap stuff?</em><br /><br />""That's life,"" he is told.<br /><br />Which cuts no ice with Death.",4.21,304,Hardcover, ,53,https://www.goodreads.com/book/show/61668.Hogfather,https://www.goodreads.com/book/show/61668.Hogfather
61672,Bonjour tristesse,2266127748,9782266127745, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346107613l/61672._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346107613l/61672._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346107613l/61672.jpg,2002,9,16,Pocket,fre,false,"La villa est magnifique, l'été brûlant, la Méditerranée toute proche. Cécile a dix-sept ans. Elle ne connaît de l'amour que des baisers, des rendez-vous, des lassitudes. Pas pour longtemps. Son père, veuf, est un adepte joyeux des liaisons passagères et sans importance. Ils s'amusent, ils n'ont besoin de personne, ils sont heureux. La visite d'une femme de cœur, intelligente et calme, vient troubler ce délicieux désordre. Comment écarter la menace ? Dans la pinède embrasée, un jeu cruel se prépare.<br />C'était l'été 1954. On entendait pour la première fois la voix sèche et rapide d'un « charmant petit monstre » qui allait faire scandale. la deuxième moitié du XXe siècle commençait. Elle serait à l'image de cette adolescente déchirée entre le remords et le culte du plaisir.",3.65,154,Mass Market Paperback, ,992,https://www.goodreads.com/book/show/61672.Bonjour_tristesse,https://www.goodreads.com/book/show/61672.Bonjour_tristesse
61689,The Second Objective,140130222X,9781401302221, , ,ID,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390149561l/61689._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390149561l/61689._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390149561l/61689.jpg,2007,5,15,Hachette Books,en-US,false,"<b>Bestselling author Mark Frost makes a triumphant return to fiction with this riveting World War II thriller, based on a shocking real-life German operation run by ""the most dangerous man in Europe.""</b> Fall 1944. Germany is losing, and the Americans are starting to hope they'll be home for Christmas. Lieutenant Colonel Otto Skorzeny, ""Hitler's Commando,"" famed for his daring rescue of the imprisoned Mussolini, has just received orders for Operation <i>Greif</i>: He is to assemble a new brigade of 2,000 men, all of whom speak English, and send them behind Allied lines disguised as GIs, where they will wreak havoc in advance of a savage new offensive. And from those men, Skorzeny is to select a smaller group, made up of the twenty most highly skilled commandos fluent in American culture, to attempt an even more sinister mission--the second objective--which, if completed, not only would change the course of the war, but would change the course of history. Filled with real characters and details only recently released by the United States military, <i>The Second Objective</i> is historical fiction at its most pulse-pounding, its most unpredictable, and its most compulsively readable.",3.70,336,Hardcover, ,70,https://www.goodreads.com/book/show/61689.The_Second_Objective,https://www.goodreads.com/book/show/61689.The_Second_Objective
61696,Crónica del rey pasmado,840802339X,9788408023395, , ,ID,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1999,10,1,Planeta Pub Corp,spa,false,"The Queen's nightdress was so heavy it could have stood alone. At a certain place was a hole with a sewn edging, and just above it a scarlet cross and the legend-""Get thee behind me Satan."" Spain is in peril, a giant serpent loose in the land, and witches of uncertain gender ride their brooms across the night sky: all because the king has lain with a whore, and asked to see his wife naked. Even Satan is good company in this novel by Ballester, a varied and prolific talent.",3.66,0,Paperback, ,1,https://www.goodreads.com/book/show/61696.Cr_nica_del_rey_pasmado,https://www.goodreads.com/book/show/61696.Cr_nica_del_rey_pasmado
