book_id,book_title,author_id,author_name
13366,How to Hear from God: Learn to Know His Voice and Make Right Decisions,8352,Joyce Meyer
13374,A Complicated Kindness,8359,Miriam Toews
13376,"The House of the Scorpion (Matteo Alacran, #1)",8360,Nancy Farmer
13380,Orange Socks - How A Yuppie Goes Yogi,8362,Valerie Simonson
13381,Home from the Vinyl Cafe: A Year of Stories. Stuart McLean,8363,Stuart McLean
13382,Vinyl Cafe Odd Jobs,8363,Stuart McLean
13384,"Vinyl Cafe Unplugged (Vinyl Cafe, #3)",8363,Stuart McLean
13390,Almost French: A New Life in Paris,8364,Sarah Turnbull
13396,Hesiod / Homeric Hymns / Epic Cycle / Homerica,1691,Hesiod
13396,Hesiod / Homeric Hymns / Epic Cycle / Homerica,903,Homer
13396,Hesiod / Homeric Hymns / Epic Cycle / Homerica,2045270,Hugh G. Evelyn-White
13431,My Sister's Keeper,7128,Jodi Picoult
13440,Skeleton Crew,3389,Stephen King
13441,Different Seasons,3389,Stephen King
13444,The Talisman,3389,Stephen King
13444,The Talisman,6941,Peter Straub
13454,How To Think Like Leonardo Da Vinci: Seven Steps To Every Day Genius,8426,Michael J. Gelb
13462,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,8425,Stanley Coren
13473,Think Like a Pancreas: A Practical Guide to Managing Diabetes with Insulin,8436,Gary Scheiner
13478,Think!: Why Crucial Decisions Can't Be Made in the Blink of an Eye,8441,Michael R. LeGault
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",346732,George R.R. Martin
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",346732,George R.R. Martin
13499,"A Storm of Swords (A Song of Ice and Fire, #3)",346732,George R.R. Martin
13499,"A Storm of Swords (A Song of Ice and Fire, #3)",579648,Roy Dotrice
13506,Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon,8185168,Charles de Lint
13514,The Fairy Tales of Hermann Hesse,1113469,Hermann Hesse
13514,The Fairy Tales of Hermann Hesse,41878,Jack D. Zipes
13514,The Fairy Tales of Hermann Hesse,202629,David Frampton
13518,Demian,1113469,Hermann Hesse
13519,The Journey to the East,1113469,Hermann Hesse
13519,The Journey to the East,8463,Hilda Rosner
13521,"Son of a Witch (The Wicked Years, #2)",7025,Gregory Maguire
13521,"Son of a Witch (The Wicked Years, #2)",6543253,Douglas Smith
13521,"Son of a Witch (The Wicked Years, #2)",17204500,Jelena Bojić
13529,March,211268,Geraldine Brooks
13615,"Death Note, Vol. 1: Boredom (Death Note, #1)",5502079,Tsugumi Ohba
13615,"Death Note, Vol. 1: Boredom (Death Note, #1)",15577045,Takeshi Obata
13615,"Death Note, Vol. 1: Boredom (Death Note, #1)",4060930,Pookie Rolf
13616,"Death Note, Vol. 4: Love (Death Note, #4)",5502079,Tsugumi Ohba
13616,"Death Note, Vol. 4: Love (Death Note, #4)",1501463,Alexis Kirsch
13618,"Death Note, Vol. 3: Hard Run (Death Note, #3)",5502079,Tsugumi Ohba
13618,"Death Note, Vol. 3: Hard Run (Death Note, #3)",15577045,Takeshi Obata
13618,"Death Note, Vol. 3: Hard Run (Death Note, #3)",4060930,Pookie Rolf
13619,"Death Note, Vol. 2: Confluence (Death Note, #2)",5502079,Tsugumi Ohba
13619,"Death Note, Vol. 2: Confluence (Death Note, #2)",15577045,Takeshi Obata
13619,"Death Note, Vol. 2: Confluence (Death Note, #2)",4060930,Pookie Rolf
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",874602,Ursula K. Le Guin
