book_id,book_title,author_id,author_name
893859,Le Suicide: Étude De Sociologie,32676,Émile Durkheim
894048,Emma,1265,Jane Austen
894056,What Was Lost,459007,Catherine O'Flynn
894111,"People of the Fire (North America's Forgotten Past, #2)",47406,W. Michael Gear
894111,"People of the Fire (North America's Forgotten Past, #2)",47407,Kathleen O'Neal Gear
894154,Red Sorghum,121407,Mo Yan
894154,Red Sorghum,203371,Howard Goldblatt
894391,The Last True Story I'll Ever Tell: An Accidental Soldier's Account of the War in Iraq,54265,John Crawford
894463,جنس دوم,5548,Simone de Beauvoir
894463,جنس دوم,13845657,قاسم صنعوی
894468,صد سال تنهایی,13450,Gabriel García Márquez
894468,صد سال تنهایی,1344211,کیومرث پارسای
894523,گل رنج‌های کهن,459233,جلال خالقی مطلق
894611,100 Hair-Raising Little Horror Stories,26813,Al Sarrantonio
894611,100 Hair-Raising Little Horror Stories,14008944,Richard Chizmar
894611,100 Hair-Raising Little Horror Stories,83357,Avram Davidson
894611,100 Hair-Raising Little Horror Stories,954608,Gary Raisor
894611,100 Hair-Raising Little Horror Stories,2669291,Susan Casper
894611,100 Hair-Raising Little Horror Stories,106436,Daniel Ransom
894611,100 Hair-Raising Little Horror Stories,3520645,Frances Garfield
894611,100 Hair-Raising Little Horror Stories,44806,Dennis Etchison
894611,100 Hair-Raising Little Horror Stories,2745,Phyllis Eisenstein
894611,100 Hair-Raising Little Horror Stories,41749,William F. Nolan
894611,100 Hair-Raising Little Horror Stories,4844,Ed Gorman
894611,100 Hair-Raising Little Horror Stories,23124,Eric Frank Russell
894611,100 Hair-Raising Little Horror Stories,548663,Melissa Mia Hall
894611,100 Hair-Raising Little Horror Stories,58971,Joe R. Lansdale
894611,100 Hair-Raising Little Horror Stories,22880,Bill Pronzini
894611,100 Hair-Raising Little Horror Stories,50319,Edward D. Hoch
894611,100 Hair-Raising Little Horror Stories,8489,Robert Sheckley
894611,100 Hair-Raising Little Horror Stories,597295,Barry Pain
894611,100 Hair-Raising Little Horror Stories,28525,Washington Irving
894611,100 Hair-Raising Little Horror Stories,23001,Fritz Leiber
894611,100 Hair-Raising Little Horror Stories,83937,Richard Laymon
894611,100 Hair-Raising Little Horror Stories,3352,Jerome K. Jerome
894611,100 Hair-Raising Little Horror Stories,18253,Ramsey Campbell
894611,100 Hair-Raising Little Horror Stories,8996,Mort Castle
894611,100 Hair-Raising Little Horror Stories,56162,Norman Partridge
894611,100 Hair-Raising Little Horror Stories,2917032,Juleen Brantingham
894611,100 Hair-Raising Little Horror Stories,754711,Robert Barr
894611,100 Hair-Raising Little Horror Stories,76288,Barry N. Malzberg
894611,100 Hair-Raising Little Horror Stories,207766,Thomas F. Monteleone
894611,100 Hair-Raising Little Horror Stories,27798,Chet Williamson
894611,100 Hair-Raising Little Horror Stories,18899730,Robert   Fox
894611,100 Hair-Raising Little Horror Stories,723256,James H. Schmitz
894611,100 Hair-Raising Little Horror Stories,1405589,Frank A. Javor
894611,100 Hair-Raising Little Horror Stories,1648907,E.G. Swain
894611,100 Hair-Raising Little Horror Stories,497408,Bernard Capes
894611,100 Hair-Raising Little Horror Stories,27206,Nancy Holder
894611,100 Hair-Raising Little Horror Stories,142717,Jack Dann
894611,100 Hair-Raising Little Horror Stories,19472,David Drake
894611,100 Hair-Raising Little Horror Stories,490342,Steve Rasnic Tem
894611,100 Hair-Raising Little Horror Stories,20561,F. Paul Wilson
894611,100 Hair-Raising Little Horror Stories,450056,Donald A. Wollheim
894611,100 Hair-Raising Little Horror Stories,717781,Charles L. Grant
894611,100 Hair-Raising Little Horror Stories,57344,Sharon Webb
894611,100 Hair-Raising Little Horror Stories,12539,Henry Slesar
894611,100 Hair-Raising Little Horror Stories,3033685,James E. Gunn
894611,100 Hair-Raising Little Horror Stories,5758709,Ruth  Berman
894611,100 Hair-Raising Little Horror Stories,4624490,Edgar Allan Poe
894611,100 Hair-Raising Little Horror Stories,14403,Ambrose Bierce
894611,100 Hair-Raising Little Horror Stories,13479797,E.F. Benson
894611,100 Hair-Raising Little Horror Stories,6076026,Saki
894611,100 Hair-Raising Little Horror Stories,1244,Mark Twain
894611,100 Hair-Raising Little Horror Stories,239579,Charles Dickens
894611,100 Hair-Raising Little Horror Stories,51422,William Hope Hodgson
894611,100 Hair-Raising Little Horror Stories,6989,Rudyard Kipling
894611,100 Hair-Raising Little Horror Stories,52005,Manly Wade Wellman
894611,100 Hair-Raising Little Horror Stories,19879,Stephen Crane
894611,100 Hair-Raising Little Horror Stories,6436872,Martin H. Greenberg
894646,تصویر دوریان گری,3565,Oscar Wilde
894646,تصویر دوریان گری,3005686,همایون نوراحمر
894883,The Devil's Teeth: a True Story of Survival and Obsession Among America's Great White Sharks,7101,Susan Casey
895223,Sundance Kids: How the Mavericks Took Back Hollywood,354441,James Mottram
895558,Nach der Bombe,4764,Philip K. Dick
895558,Nach der Bombe,841674,Friedrich Mader
895803,Secrets,42441,Nuruddin Farah
895905,If on a Winter's Night a Traveller,155517,Italo Calvino
895905,If on a Winter's Night a Traveller,6921,William Weaver
895988,Maximum City: Bombay Lost and Found,3019,Suketu Mehta
896229,"Kiss the Girls (Alex Cross, Book 2)",3780,James Patterson
897053,Fiasco,26496,Imre Kertész
897956,30 Days to Great Spanish,11695,Living Language
898209,I Dream of Madonna: Women's Dreams of the Goddess of Pop,93560,Kay Turner
