book_id,book_title,author_id,author_name
206790,سیاوش خوانی,3094067,بهرام بیضایی
206796,Josie and Jack,120948,Kelly Braffet
206808,مسافران، فیلم‌نامه,3094067,بهرام بیضایی
206841,اشغال، فیلم‌نامه,3094067,بهرام بیضایی
206854,پرده نئی، فیلم‌نامه,3094067,بهرام بیضایی
206893,True West,7713,Sam Shepard
206900,مرگ یزدگرد,3094067,بهرام بیضایی
206921,Gasping for Airtime: Two Years in the Trenches of Saturday Night Live,121043,Jay Mohr
206922,هشتمین سفر سندباد,3094067,بهرام بیضایی
206947,پرده‌خانه,3094067,بهرام بیضایی
206960,نمایش در ایران,3094067,بهرام بیضایی
206962,Hop On Pop,61105,Dr. Seuss
206968,وعده دیدار با جوجوجتسو,285202,Bahram Sadeghi
206968,وعده دیدار با جوجوجتسو,19534592,بهرام صادقی
207034,"The Prophet of Yonwood (Book of Ember, #3)",2347,Jeanne DuPrau
207035,The Time Traveler's Wife,498072,Audrey Niffenegger
207066,Cheapeats Ottawa: Ottawa's Guide To Good Inexpensive Restaurants,18608118,Alexa  Clark
207099,گنجشکها بهشت را می فهمند,2899331,حسن بنی‌عامری
207102,راه توفانی فرمان پسر فرمان از میان تاریکی,3094067,بهرام بیضایی
207116,دیباچه نوین شاهنامه,3094067,بهرام بیضایی
207121,دالان بهشت,271668,نازی صفوی
207199,ارمیا,99961,Reza Amirkhani
207274,Fool for Love and Other Plays,7713,Sam Shepard
207274,Fool for Love and Other Plays,253132,Ross Wetzsteon
207365,"Claimed by Shadow (Cassandra Palmer, #2)",38066,Karen Chance
207440,نیمه تاریک ماه,5615767,Houshang Golshiri
207448,Pond Life,121355,George K. Reid
207448,Pond Life,2180915,Tom Dolan
207448,Pond Life,2857313,Sally D. Kaicher
207475,"The Worlds of Prot (K-Pax, #3)",84218,Gene Brewer
207477,نمازخانه کوچک من,5615767,Houshang Golshiri
207496,جبه خانه,5615767,Houshang Golshiri
207522,"Journey Cake, Ho!",61657,Ruth Sawyer
