book_id,book_title,author_id,author_name
2015492,Empress (Godspeaker Trilogy #1),87306,Karen Miller
2015734,كلیات شمس تبریزی,875661,Rumi
2016430,Porridge and Passion,189747,Jonathan Aitken
2017247,Chasing The Flame: Sergio Vieira de Mello and the Fight to Save the World,13271,Samantha Power
2017381,جادوي فكر بزرگ,4835679,David J. Schwartz
2017521,The Sirens of Titan,2778055,Kurt Vonnegut Jr.
2017521,The Sirens of Titan,17599604,William Teason
2017580,Breakfast of Champions,2778055,Kurt Vonnegut Jr.
2018759,Cómo lograr que mi bebé tenga confianza en sí mismo,24868,Magda Gerber
2018760,Respectfully yours: Magda Gerber's approach to professional infant/toddler care (Child care video magazine),511062,J. Ronald Lally
2018895,"Korea Strait (Dan Lenson, #10)",13716,David Poyer
2019584,شوخی,6343,Milan Kundera
2019584,شوخی,702075,فروغ پوریاوری
2019587,خزه,44577,Herbert Le Porrier
2019587,خزه,6904638,احمد شاملو
2020077,Welding Handbook,111333,John Harold Haynes
2022221,The American Porch: An Informal History of an Informal Place,20689431,Michael    Dolan
2022671,(از زخم قلب... (گزینه شعرها و خوانش شعر احمد شاملو,6904638,احمد شاملو
2022671,(از زخم قلب... (گزینه شعرها و خوانش شعر احمد شاملو,573590,ع. پاشایی
2022724,دختر سروان,16070,Alexander Pushkin
2022724,دختر سروان,16507667,پرویز ناتل خانلری
2022861,واقعيت نويسنده,22515,Mario Vargas Llosa
2022861,واقعيت نويسنده,919547,مهدي غبرايي
2023445,کی برمی‌گردی داداش جان,3334198,علی‌اشرف درویشیان
2024223,Armageddon in Retrospect: And Other New and Unpublished Writings on War and Peace,2778055,Kurt Vonnegut Jr.
2025313,Manolito Four-Eyes,38811,Elvira Lindo
2025313,Manolito Four-Eyes,3509588,Joanne Moriarty
2025313,Manolito Four-Eyes,645523,Emilio Urberuaga
2026652,كاشفان فروتن شوكران,6904638,احمد شاملو
2026701,Personal Days,456432,Ed Park
2026839,"Kriss de Valnor (Thorgal, #28)",258188,Grzegorz Rosiński
2026839,"Kriss de Valnor (Thorgal, #28)",165027,Jean Van Hamme
2026839,"Kriss de Valnor (Thorgal, #28)",5869239,Graza
2028449,کلیات اشعار ترکی شهریار به انضمام حیدر بابایه سلام,3463352,شهریار
2028626,قصه‌های بهرنگ,42464,Samad Behrangi
2029177,Sundays at Tiffany's,3780,James Patterson
2029177,Sundays at Tiffany's,13613,Gabrielle Charbonnet
2029569,Snow Crash,545,Neal Stephenson
2029569,Snow Crash,660076,Patrick  Arrasmith
