book_id,book_title,author_id,author_name
41970327,Alice & Gerald: A Homicidal Love Story,178234,Ron Franscell
41970693,Strike Your Heart,40416,Amélie Nothomb
41970693,Strike Your Heart,460447,Alison Anderson
41971651,The Lesson,16263118,Cadwell Turnbull
41977286,Discernment Do's and Don'ts: A Practical Guide to Vocational Discernment,14119076,George Elliott
41977286,Discernment Do's and Don'ts: A Practical Guide to Vocational Discernment,3223998,Jeffrey Kirby
41993548,میرزا محمد ، پدر کردستان,6888494,علی اکبری
42034140,A Pure Heart,9762073,Rajia Hassib
42034231,Leave Only Footprints: My Acadia-to-Zion Journey Through Every National Park,18464406,Conor Knighton
42036534,A Nearly Normal Family,18464973,M.T. Edvardsson
42036534,A Nearly Normal Family,4176518,Rachel Willson-Broyles
42036538,Gideon the Ninth (The Locked Tomb #1),6876324,Tamsyn Muir
42037859,The Witches are Coming,5365754,Lindy West
42038048,Sabrina & Corina: Stories,15302163,Kali Fajardo-Anstine
42044349,Save Me the Plums: My Gourmet Memoir,5662,Ruth Reichl
42046112,Recursion,442240,Blake Crouch
42063901,Orange World and Other Stories,26417,Karen Russell
42070910,"Black Widow (Angel Wings, #2)",2963273,Yann
42070910,"Black Widow (Angel Wings, #2)",1212445,Romain Hugault
42070910,"Black Widow (Angel Wings, #2)",4767256,Alfred Sala
42070910,"Black Widow (Angel Wings, #2)",15856071,Martín Garcés
42071244,The Idle System,18059869,Pegaz
42074525,The City We Became (Great Cities #1),2917917,N.K. Jemisin
42077700,"Summoner (Summoner, #1)",18169151,Éric Vall
42080142,The Turn of the Key,9013543,Ruth Ware
42083099,Power Lawyer: A Legal Thriller,18473946,Dave Derin
42083714,The Last List of Miss Judith Kratt,18474109,Andrea Bobotis
42086897,How To: Absurd Scientific Advice for Common Real-World Problems,3089156,Randall Munroe
42092260,The Turn of the Key,9013543,Ruth Ware
42092378,"One More Last Time (The Good Guys, #1)",11161525,Eric Ugland
42096026,"Fence #11 (Fence, #11)",4349837,C.S. Pacat
42096026,"Fence #11 (Fence, #11)",17109115,Johanna the Mad
42096026,"Fence #11 (Fence, #11)",7539094,Joana LaFuente
42096026,"Fence #11 (Fence, #11)",18074359,HamletMachine
42101462,آیزنهایم شعبده‌باز,12589,Steven Millhauser
42101462,آیزنهایم شعبده‌باز,18478697,مهتا عافیت‌طلب
42103980,Fleishman Is in Trouble,7235807,Taffy Brodesser-Akner
42108999,"Wasted Space, Vol. 1",4611286,Michael Moreci
42108999,"Wasted Space, Vol. 1",16325037,Hayden Sherman
42109341,"Cold Woods (Northampton County, #2)",8475696,Karen Katchur
42111754,On Earth We're Briefly Gorgeous,4456871,Ocean Vuong
42113939,Evvie Drake Starts Over,13575034,Linda  Holmes
42115753,Una lección olvidada: Viajes por la historia de Europa,502634,Guillermo Altares
42117228,"The Survivors: A Story of War, Inheritance, and Healing",18483087,Adam P. Frankel
42117355,"Semicolon: The Past, Present, and Future of a Misunderstood Mark",18157248,Cecelia Watson
42117355,"Semicolon: The Past, Present, and Future of a Misunderstood Mark",302619,Pam Ward
42117482,"Fence #12 (Fence, #12)",4349837,C.S. Pacat
42117482,"Fence #12 (Fence, #12)",17109115,Johanna the Mad
42117482,"Fence #12 (Fence, #12)",7539094,Joana LaFuente
42117482,"Fence #12 (Fence, #12)",18074359,HamletMachine
42117510,"Prisoner of Night (Black Dagger Brotherhood, #16.5)",20248,J.R. Ward
42118050,Growing Things and Other Stories,648612,Paul Tremblay
42121455,Milkman,396165,Anna Burns
42123790,Frankissstein: A Love Story,9399,Jeanette Winterson
42123830,BTTM FDRS,1405468,Ezra Claytan Daniels
42123830,BTTM FDRS,7271653,Ben Passmore
42123831,Bad Gateway,7251888,Simon Hanselmann
42135029,City of Girls,11679,Elizabeth Gilbert
42140794,City of Girls,11679,Elizabeth Gilbert
42142215,"Heir Today, Pawn Tomorrow (The Good Guys, #2)",11161525,Eric Ugland
42166299,Life and Other Inconveniences,317354,Kristan Higgins
42177418,The Scent Keeper,702360,Erica Bauermeister
42180240,El regreso liberal: Más allá de la política de la identidad,238386,Mark Lilla
42182995,My Small Space: Starting Out in Style,18493254,Anna Ottum
42187857,Sea Monsters: A Novel,1933850,Chloe Aridjis
42188604,In the Dream House: A Memoir,6860265,Carmen Maria Machado
42189657,Stolen Things,3024739,R.H. Herron
42190273,The Last House Guest,4417749,Megan Miranda
42190572,Guts,21618,Raina Telgemeier
42200179,Surgeons’ Hall,14561969,E.S. Thomson
42201099,We Are All Good People Here,1845881,Susan Rebecca White
42201100,Three Women,3497436,Lisa Taddeo
42201377,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,6281688,David McCullough
42201387,Superpower: One Man's Quest to Transform American Energy,7155453,Russell Gold
42201392,Tangled: A Story About Shapes,44920,Anne Miranda
42201392,Tangled: A Story About Shapes,10814693,Eric Comstock
42201431,The Unhoneymooners,6556689,Christina Lauren
42201458,The Mars Room,164139,Rachel Kushner
42201523,"The Avant-Guards, Vol. 1",17008487,Carly Usdin
42201523,"The Avant-Guards, Vol. 1",16371387,Noah Hayes
42201527,"By Night, Vol. 2",390509,John Allison
42201527,"By Night, Vol. 2",1222718,Christine Larsen
42201527,"By Night, Vol. 2",479331,Sarah Stern
42201718,Heidi Heckelbeck Lends a Helping Hand,4887819,Wanda Coven
42201718,Heidi Heckelbeck Lends a Helping Hand,328334,Priscilla Burris
42201850,The Need,93757,Helen          Phillips
42201922,Midsummer's Mayhem,18056266,Rajani LaRocca
42201995,The Stationery Shop,6547914,Marjan Kamali
42201996,"Ask Again, Yes",2776754,Mary Beth Keane
42202000,"The Book Charmer (Dove Pond, #1)",4633,Karen Hawkins
42202009,"Resistance: A Songwriter's Story of Hope, Change, and Courage",43292,Tori Amos
42202069,Riots I Have Known,8313818,Ryan Chapman
42202070,Broken Places & Outer Spaces: Finding Creativity in the Unexpected,588356,Nnedi Okorafor
42203363,The Lager Queen of Minnesota,9761936,J. Ryan Stradal
42207168,The Gifted School,7231634,Bruce Holsinger
42245770,The Rest of the Story,2987,Sarah Dessen
42249612,Here To Stay,5267328,Mark  Edwards
42256160,Summer of '69,88301,Elin Hilderbrand
42258946,"One Small Sacrifice (Shadows of New York, #1)",124015,Hilary Davidson
42260978,Machines Like Me,2408,Ian McEwan
42261228,How Could She,18801405,Lauren  Mechling
42261231,The Parade,3371,Dave Eggers
42262264,Perihelion Summer,32699,Greg Egan
42263247,Dungeon Master,18169151,Éric Vall
42265866,Broken People,9824953,Sam Lansky
42267952,Into the Labyrinth (Mage Errant #1),18510329,John Bierce
42270835,The Nickel Boys,10029,Colson Whitehead
42274580,"Pride, Prejudice, and Other Flavors",7025918,Sonali Dev
42275704,"Project Duchess (Duke Dynasty, #1)",50886,Sabrina Jeffries
42279228,The Nickel Boys,10029,Colson Whitehead
42279810,The Eternal Flame (Orthogonal Book 2),32699,Greg Egan
42280533,Surrounded by Idiots: The Four Types of Human Behavior and How to Effectively Communicate with Each in Business (and in Life),6429142,Thomas Erikson
42283286,Summer of '69,88301,Elin Hilderbrand
42283287,"Lethal White (Cormoran Strike, #4)",383606,Robert Galbraith
42283861,The Great Successor: The Divinely Perfect Destiny of Brilliant Comrade Kim Jong Un,18515852,Anna Fifield
42283898,Hombres en guerra,13788280,Alvah Bessie
42288661,"Gideon the Ninth (The Locked Tomb, #1)",6876324,Tamsyn Muir
42288785,Say Nothing: A True Story Of Murder and Memory In Northern Ireland,197852,Patrick Radden Keefe
42289976,Under Currents,625,Nora Roberts
42298304,The Friends We Keep,12915,Jane Green
42298436,Orange World and Other Stories,26417,Karen Russell
42300136,"How to Fight a Hydra: Face Your Fears, Pursue Your Ambitions, and Become the Hero You Are Destined to Be",4409125,Josh Kaufman
42306076,The Murmur of Bees,13495943,Sofía Segovia
42306076,The Murmur of Bees,7198935,Simon Bruni
42346494,The Knockout Queen,7276904,Rufi Thorpe
42347875,"Darkness Beyond  (Light of Terra, #1)",7737246,Glynn Stewart
42348818,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),1009728,Philippa Perry
42359551,Warlight,4030,Michael Ondaatje
42360849,The Hard Stuff,113520,David Gordon
42360869,Small Fry: A Memoir,17993806,Lisa Brennan-Jobs
42360879,"The Old Success (Richard Jury, #25)",14150,Martha Grimes
42361491,Motel Vegas,18531569,Fred Sigman
42361491,Motel Vegas,18434557,Phyllis Needham
42361491,Motel Vegas,5154009,Scott Dickensheets
42361491,Motel Vegas,1509518,James Stanford
42361491,Motel Vegas,69183,Alan Hess
42366217,Chase Darkness with Me: How One True-Crime Writer Started Solving Murders,18318616,Billy Jensen
42366224,The Book Woman of Troublesome Creek,2063992,Kim Michele Richardson
42366547,The Disaster Tourist,19901338,Yun Ko-eun
42366547,The Disaster Tourist,17650083,Lizzie Buehler
42367031,"Skywave (The Rorschach Explorer Missions, #1)",15258992,K. Patrick Donoghue
42368149,"Red, White & Royal Blue",17949486,Casey McQuiston
42372550,Late Migrations: A Natural History of Love and Loss,6339870,Margaret Renkl
42373033,The Price We Pay: What Broke American Health Care--and How to Fix It,5786795,Marty Makary
42374078,"Wolf Rain (Psy-Changeling Trinity, #3; Psy-Changeling, #18)",71688,Nalini Singh
42375143,All We Knew But Couldn't Say,18320543,Joanne Vannicola
42377758,The Poison Thread,6550658,Laura  Purcell
42377825,The Stonewall Reader,321901,New York Public Library
42377825,The Stonewall Reader,15975,Edmund White
42379020,The Most Fun We Ever Had,17574140,Claire Lombardo
42379022,The Bookish Life of Nina Hill,15958858,Abbi Waxman
42379029,Things You Save in a Fire,409113,Katherine Center
42379030,Lock Every Door,15263414,Riley Sager
42379031,Very Nice: A novel,233269,Marcy Dermansky
42382148,"Todesmal (Maarten S. Sneijder, #5)",1878804,Andreas Gruber
42387108,La belleza es una herida /Beauty Is a Wound,487387,Eka Kurniawan
42388396,The Scholar,16918766,Dervla  McTiernan
42390721,"Hope Rides Again (Obama Biden Mysteries, #2)",4111356,Andrew Shaffer
42399951,The Overdue Life of Amy Byler,6539545,Kelly Harms
42402114,Saturday's Child: A Daughter's Memoir,346756,Deborah Burns
42403273,"Yo, Julia (Julia Domna, #1)",1469075,Santiago Posteguillo
42403768,"The Seamstress (Sisters of Woodside Mysteries, #4)",15367090,Mary Kingswood
42405821,Teoría general de la basura,874699,Agustín Fernández Mallo
42409349,The Visual MBA: Two Years of Business School Packed into One Priceless Book of Pure Awesomeness,4582041,Jason Barron
42409937,Typeset in the Future: Typography and Design in Science Fiction Movies,299257,Dave Addey
42409937,Typeset in the Future: Typography and Design in Science Fiction Movies,1455190,Matt Zoller Seitz
42414293,Cómo acabar con la escritura de las mujeres,52310,Joanna Russ
42414293,Cómo acabar con la escritura de las mujeres,14757811,Gloria Fortún
42415506,Along the Broken Bay,6869703,Flora J. Solomon
42415779,Resist: Tales from a Future Worth Fighting Against,3064305,Hugh Howey
42415779,Resist: Tales from a Future Worth Fighting Against,355173,Gary Whitta
42415779,Resist: Tales from a Future Worth Fighting Against,4632660,Christie Yant
42419826,"Battle Ground (The Dresden Files, #17)",10746,Jim Butcher
42421761,Where the Crawdads Sing,7043934,Delia Owens
42424722,The Last Book Party,17057515,Karen Dukess
42430863,"Dungeon Mauling (The Good Guys, #3)",11161525,Eric Ugland
42434250,ARTHUS TRIVIUM 2 EL TERCER MAGO,18553430,Raule / Landa
42434251,ARTHUS TRIVIUM 1. LOS ANGELES DE NOSTRADAMUS,18553431,Landa Raule
42435545,Think Like Amazon: 50 1/2 Ideas to Become a Digital Leader,639150,John Rossman
42439271,Principios,5289593,Ray Dalio
42439271,Principios,18555052,S.A. Random House Mondadori
42439769,El niño brujo,8512129,Molly Ostertag
42439769,El niño brujo,18027023,Sonia Fernández Ordáz
42440038,White,2751,Bret Easton Ellis
42443776,"Planet Broker 2 (Planet Broker, #2)",18169151,Éric Vall
42453769,The Library Book,45374,Susan Orlean
42455873,"The Wedding Party (The Wedding Date, #3)",16287225,Jasmine Guillory
42478640,Tuesday Mooney Talks to Ghosts,3279983,Kate Racculia
42505355,Death and Other Happy Endings,7947497,Melanie Cantor
42505366,Wilder Girls,17203508,Rory Power
42515198,Black Sunday,18564727,Tola Rotimi Abraham
42519229,Lady in the Lake,60459,Laura Lippman
42519313,Nothing to See Here,73187,Kevin    Wilson
42525122,"Queenslayer (Spellslinger, #5)",7390210,Sebastien de Castell
42525185,The Stranger Inside,18445,Lisa Unger
42526227,"The Product Manager's Survival Guide, Second Edition: Everything You Need to Know to Succeed as a Product Manager",89685,Steven Haines
42527866,They Called Us Enemy,260482,George Takei
42527866,They Called Us Enemy,1417880,Justin Eisinger
42527866,They Called Us Enemy,5803653,Steven Scott
42527866,They Called Us Enemy,18567039,Harmony Becker
42532120,"خون آشام (Jon Shannow, #3)",11586,David Gemmell
42532120,"خون آشام (Jon Shannow, #3)",18173645,سید سجاد حامدحیدری
42583878,Family of Origin,7847574,C.J. Hauser
42584174,Window on the Bay,11349,Debbie Macomber
42584179,How Not to Die Alone,14501108,Richard Roper
42585059,Why They Marched: Untold Stories of the Women Who Fought for the Right to Vote,102473,Susan Ware
42589678,Mrs. Everything,9212,Jennifer Weiner
42592725,The Authenticity Project,17183424,Clare Pooley
42594252,"Black Is the Body: Stories from My Grandmother's Time, My Mother's Time, and Mine",248759,Emily Bernard
42595028,The Conflicted Billionaire (The Conflicted Love Series #1),18574921,Sharon Sue Thorn
42599910,Todo es cuestión de química,15041791,Deborah García Bello
42613488,Zojaqan Vol. 1,7797968,Collin Kelly
42613488,Zojaqan Vol. 1,4105989,Jackson Lanzing
42613488,Zojaqan Vol. 1,16149936,Nathan Gooden
42613488,Zojaqan Vol. 1,15343237,Vittorio Astone
42614095,Mary Ventura and the Ninth Kingdom,4379,Sylvia Plath
42616640,10-Minute Focus: 25 Habits for Mastering Your Concentration and Eliminating Distractions,6633677,Daniel Walter
42618009,رزونانس,18580311,م.ر. ایدرم
42618147,خدمات دستگاه هیولاساز دمشقی,18581981,بهزاد قدیمی
42622952,Watch Me Disappear,970639,Janelle Brown
42632584,Have You Seen Luis Velez?,126447,Catherine Ryan Hyde
42632660,The Liberation of Ivy Bottini: A Memoir of Love and Activism,4628544,Judith V. Branzburg
42635969,IT Outsourcing to Latin America: An Analysis of the Market and Opportunities in the Region,18587674,Nacho De Marco
42636563,Archie (2015-) #700,255466,Nick Spencer
42636563,Archie (2015-) #700,4151489,Marguerite Sauvage
42636563,Archie (2015-) #700,574506,Jack Morelli
42640875,Ninth and Nowhere,1612,Jeffery Deaver
42641164,The Gifted School,7231634,Bruce Holsinger
42642082,Are You Listening?,13560692,Tillie Walden
42643772,The Lost Girls,18589095,Ava Benny-Morrison
42643866,"1913 – Was ich unbedingt noch erzählen wollte (1913, #2)",5711,Florian Illies
42647003,The Chelsea Girls,14903705,Fiona  Davis
42649682,After the End,8509533,Clare Mackintosh
42650518,The Shameless Flirt (Regency Love #3) (Generations of Love #3),15458298,M.A. Nichols
42660306,Conviction,54069,Denise Mina
42730299,No Walls and the Recurring Dream: A Memoir,79372,Ani DiFranco
42731447,Meet Me in Monaco,5774172,Hazel Gaynor
42731447,Meet Me in Monaco,6704895,Heather  Webb
42731455,Mrs. Everything,9212,Jennifer Weiner
42732512,Bunny: A Novel,7104825,Mona Awad
42754169,Reboot: Leadership and the Art of Growing Up,19116214,Jerry  Colonna
42756795,Full Throttle,88506,Joe Hill
42763566,THRESHOLD,235431,David Palmer
42769202,"Starsight (Skyward, #2)",38550,Brandon Sanderson
42770266,Testimony from Your Perfect Girl,489673,Kaui Hart Hemmings
42770715,The Porpoise,1050,Mark Haddon
42771425,"Summoner 2 (Summoner, #2)",18169151,Éric Vall
42771492,فقط یک داستان,1462,Julian Barnes
42771492,فقط یک داستان,5755846,سهیل سمی
42771901,How to Do Nothing: Resisting the Attention Economy,18614151,Jenny Odell
42771975,The Silence Between Us,14781044,Alison Gervais
42772059,The Enlightenment of Bees,16034015,Rachel Linden
42774228,"Emily, Gone",3222582,Bette Lee Crosby
42776283,Las uvas de la ira,585,John Steinbeck
42776283,Las uvas de la ira,18615417,María Coy Girón
42776898,Fantastic Four (2018-) #3,24781,Dan Slott
42776898,Fantastic Four (2018-) #3,2933192,Sara Pichelli
42776898,Fantastic Four (2018-) #3,4473696,Esad Ribić
42776898,Fantastic Four (2018-) #3,14688425,Nico Leon
42779072,The Unlikely Escape of Uriah Heep,18633573,H.G. Parry
42779092,The Chain,12433,Adrian McKinty
42780284,Girls Like Us,4907104,Cristina Alger
42784866,Rescate gris,6457552,Cristian Perfumo
42785822,"Smokescreen (Eve Duncan, #25)",32498,Iris Johansen
42791437,The New Girl (Gabriel Allon #19),29085,Daniel Silva
42793294,"The Last Widow (Will Trent, #9)",12504,Karin Slaughter
42796247,Marvels: The Remastered Edition,7338,Kurt Busiek
42796247,Marvels: The Remastered Edition,13265,Alex Ross
42815538,I Like to Watch: Arguing My Way Through the TV Revolution,14116689,Emily Nussbaum
42815544,Bunny,7104825,Mona Awad
42833782,Whisper Tapes: Kate Millett in Iran,892984,Negar Mottahedeh
42835851,Saga: Book Three,24514,Brian K. Vaughan
42835851,Saga: Book Three,304633,Fiona Staples
42839296,Hollow Kingdom,18624771,Kira Jane Buxton
42844020,Tokyo Ghoul Re - Tome 14,7340907,Sui Ishida
42845064,چهار مقاله,2927204,محسن نامجو
42847509,The Case Against Reality: Why Evolution Hid the Truth from Our Eyes,338307,Donald D. Hoffman
42847645,Lost Hills (Eve Ronin #1),67202,Lee Goldberg
42852494,Gaunt's Ghosts: The Victory (Part One) (Gaunt's Ghosts Omnibus Book 1),33262,Dan Abnett
42853195,The House We Grew Up In,93504,Lisa Jewell
42854191,The Chain,12433,Adrian McKinty
42856001,"The Art of Noticing: 131 Ways to Spark Creativity, Find Inspiration, and Discover Joy in the Everyday",99215,Rob Walker
42859805,All the Flowers in Paris,4467375,Sarah Jio
42866918,"Motherland: A Memoir of Love, Loathing, and Longing",15218343,Elissa Altman
42867090,Bound: A Young Adult Rockstar Romance,17906978,Summer Nawaz
42867841,"Dominion (Awaken Online, #4)",15518935,Travis Bagwell
42868979,Ordinary Girls,7155040,Blair Thornburgh
42870505,شب‌های روشن,3137322,Fyodor Dostoyevsky
42872088,The Education of an Idealist: A Memoir,13271,Samantha Power
42875124,Vital Force: Ancient Energy Secrets for Modern Life,18635285,Rajshree Patel
42898923,White Bird,4859212,R.J. Palacio
42919829,The Wolf Wants In,7177796,Laura McHugh
42927050,The Perfect Wife,14719991,J.P. Delaney
42927780,"Zappa Gear: The Unique Guitars, Amplifiers, Effects Units, Keyboards and Studio Equipment",18641671,Mick Ekers
42928898,Irrelevant Jack,17522596,Prax Venter
42930998,A Girl Returned,4676592,Donatella Di Pietrantonio
42930998,A Girl Returned,183680,Ann Goldstein
42931074,Valencia and Valentine,18484309,Suzy Krause
42940498,"Limitless Mind: Learn, Lead, and Live Without Barriers",576982,Jo Boaler
42951639,The Ivy Tree,15590,Mary  Stewart
42952926,سلاخ‌ خانه شماره پنج,2778055,Kurt Vonnegut Jr.
42952926,سلاخ‌ خانه شماره پنج,18648537,طاهره عباسی
42959928,"Herederos del tiempo (Herederos del tiempo, #1)",1445909,Adrian Tchaikovsky
42959928,"Herederos del tiempo (Herederos del tiempo, #1)",3283470,Luis G. Prado
42963542,"Citadel of Smoke (Stonehaven League, #4)",16211461,Carrie  Summers
42966319,Next Level Basic: The Definitive Basic Bitch Handbook,18652761,Stassi Schroeder
42968619,Hardboiled & Hard Luck,28229,Banana Yoshimoto
42968619,Hardboiled & Hard Luck,547271,Michael Emmerich
42971813,Fantastic Four (2018-) #4,24781,Dan Slott
42971813,Fantastic Four (2018-) #4,9839081,Stefano Caselli
